runs,metric_file,metric_type,split_model,mae,rmse,mape,smape,spearman,top1_accuracy,recall@5,recall@10,mrr@10,ndcg@10,hierarchical_accuracy@2,hierarchical_accuracy@4,hierarchical_accuracy@6,seed,output_dir,ablation_name,steps,embedding_dimension,pooling_mode,include_prompt,add_cross_attention,architectures,attention_probs_dropout_prob,bos_token_id,classifier_dropout,dtype,eos_token_id,hidden_act,hidden_dropout_prob,hidden_size,initializer_range,intermediate_size,is_decoder,layer_norm_eps,max_position_embeddings,model_type,num_attention_heads,num_hidden_layers,output_past,pad_token_id,position_embedding_type,tie_word_embeddings,transformers_version,type_vocab_size,use_cache,vocab_size,__version__,default_prompt_name,prompts,similarity_fn_name,transformer_task,modality_config,module_output_name,version,truncation,padding,added_tokens,normalizer,pre_tokenizer,post_processor,decoder,model,add_prefix_space,backend,bos_token,clean_up_tokenization_spaces,cls_token,eos_token,is_local,mask_token,model_max_length,pad_token,sep_token,tokenizer_class,unk_token,train_pairs,train_unique_labels,hard_negative_buckets,device,empirical_coverage,average_interval_width,calibration_error,retained_coverage,retained_risk,abstention_gain,best_curve_gain@50,aurc,conformal_qhat,abstention_threshold,gradient_checkpointing,id2label,label2id,activation_fn,do_basic_tokenize,do_lower_case,never_split,strip_accents,tokenize_chinese_chars,best_global_step,best_metric,best_model_checkpoint,epoch,eval_steps,global_step,is_hyper_param_search,is_local_process_zero,is_world_process_zero,log_history,logging_steps,max_steps,num_input_tokens_seen,num_train_epochs,save_steps,stateful_callbacks,total_flos,train_batch_size,trial_name,trial_params,dev_pairs,positive_rate_train,positive_rate_dev,requested_batch_size,effective_train_batch_size,eval_batch_size,fp16,bf16,tf32,auto_find_batch_size,dataloader_num_workers,checkpoint_dir,checkpoint_save_steps,checkpoint_save_total_limit
,bm25_only/seed_13/metrics/regression_metrics_test_top1_factor_lookup.json,regression,test_top1_factor_lookup,0.34564888678101285,0.5669242686122419,1.0430850065070454,0.6525504492155536,0.24784724330380273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bm25_only/seed_13/metrics/regression_metrics_test_topk_factor_mixture.json,regression,test_topk_factor_mixture,0.3127938805185913,0.4891075730864816,0.9614978318373294,0.6029537759539222,0.26781037085617626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bm25_only/seed_13/metrics/retrieval_metrics_test_bm25.json,retrieval,test_bm25,,,,,,0.05328824626865672,0.13677705223880596,0.18271921641791045,0.0886875610785361,0.1108200178008895,0.4047341417910448,0.10692630597014925,0.05328824626865672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dense_only/seed_13/dense_training/retrieval_metrics_dev_dense_finetuned.json,retrieval,dev_dense_finetuned,,,,,,0.17915841007110386,0.5237207133698566,0.6797995104324513,0.32083483663504675,0.4058434042851862,0.7559156078797062,0.4219606014687026,0.17915841007110386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25692.0,504.0,103.0,cuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dense_only/seed_13/metrics/regression_metrics_test_top1_factor_lookup.json,regression,test_top1_factor_lookup,0.16374791358246008,0.35836202474055345,0.43667857065830074,0.3024192419594551,0.6450681278153354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dense_only/seed_13/metrics/regression_metrics_test_topk_factor_mixture.json,regression,test_topk_factor_mixture,0.17710706787472455,0.28829596283249775,0.5115167677985006,0.3432634740013978,0.6747713677332289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dense_only/seed_13/metrics/retrieval_metrics_test_dense_finetuned.json,retrieval,test_dense_finetuned,,,,,,0.18388526119402984,0.5216884328358209,0.6844682835820896,0.322613587568112,0.40821913740350163,0.7484841417910447,0.4224580223880597,0.18388526119402984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hybrid_no_rerank/seed_13/metrics/regression_metrics_test_lgbm_regressor.json,regression,test_lgbm_regressor,0.15311510828047864,0.2538293193553852,0.4562757304235758,0.33594392393071226,0.6887316871454904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hybrid_no_rerank/seed_13/metrics/regression_metrics_test_top1_factor_lookup.json,regression,test_top1_factor_lookup,0.24095570479857534,0.43158496017575265,0.700745103142825,0.44061934551720205,0.46570187959264125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hybrid_no_rerank/seed_13/metrics/regression_metrics_test_topk_factor_mixture.json,regression,test_topk_factor_mixture,0.2890707149909202,0.46601340576012146,0.8684624639099282,0.5564704072063,0.33732048042645296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
